,Country,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Age dependency ratio, old","Age dependency ratio, young","Birth rate, crude (per 1,000 people)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Current health expenditure per capita, PPP (current international $)","Death rate, crude (per 1,000 people)",Domestic general government health expenditure (% of GDP),Domestic general government health expenditure (% of current health expenditure),Domestic general government health expenditure (% of general government expenditure),Domestic general government health expenditure per capita (current US$),"Domestic general government health expenditure per capita, PPP (current international $)",Domestic private health expenditure (% of current health expenditure),Domestic private health expenditure per capita (current US$),"Domestic private health expenditure per capita, PPP  (current international $)","Fertility rate, total (births per woman)","GNI per capita, Atlas method (current US$)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, Hib3 (% of children ages 12-23 months)","Immunization, Pol3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)","Incidence of tuberculosis (per 100,000 people)","Labor force, female (% of total labor force)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","Mortality rate, infant (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000)",Number of infant deaths,Number of neonatal deaths,Number of under-five deaths,Out-of-pocket expenditure (% of current health expenditure),Out-of-pocket expenditure per capita (current US$),"Out-of-pocket expenditure per capita, PPP (current international $)",Prevalence of anemia among children (% of children under 5),Prevalence of anemia among non-pregnant women (% of women ages 15-49),Prevalence of anemia among pregnant women (%),Prevalence of anemia among women of reproductive age (% of women ages 15-49),Prevalence of overweight (% of adults),"Prevalence of overweight, female (% of female adults)","Prevalence of overweight, male (% of male adults)",Sex ratio at birth (male births per female births),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","Tuberculosis case detection rate (%, all forms)","Tuberculosis death rate (per 100,000 people)",Tuberculosis treatment success rate (% of new cases),"Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)",ISO-alpha3 code_x,Year,cases of visceral leishmaniasis,Status of endemicity of cutaneous leishmaniasis 2017,ISO-alpha3 code_y,Buruli cases 2016,ISO-alpha3 code_x,Cases of cholera 2016,Cholera deaths 2016,Unnamed: 0,Oncho Status 2018,ISO-alpha3 code_y,Oncho cases 2016,Trachoma Operations 2018,Trachoma Pop at Risk 2018,Country code_x,Population requiring PC for STH Pre-SAC,National coverage Pre-SAC,Population requiring PC for STH SAC,National coverage SAC,Country code_y,Population requiring PC for SCH annually,Reported number of SAC treated for Schisto,Age group,National coverage Schisto tmt
161,Russian Federation,22.5264,20.010336654812768,25.090854869178532,12.9,4.8,7.8,87.4,5.27112755,469.13086784,1329.29241995,12.9,3.0019096000000003,56.95004666,8.23394008,267.17024815,757.03265346,43.04995334,201.96061969,572.25976649,1.7619999999999998,9750.0,97.0,97.0,,97.0,98.0,64.0,48.34914010364563,75036834.0,77.06,66.5,71.65121951219513,25.4,16.1,36.5,6.9,3.5,8.0,12632.0,6472.0,14767.0,40.48464987,189.92598930000003,538.15938202,25.7,23.3,24.0,23.3,57.1,55.7,58.2,1.055,82.49152,57.20283000000001,11.7,5.8,18.7,100.0,8.6,72.0,5.34700012207031,5.756999969482419,5.55900001525879,RUS,,,No autochthonous cases reported,RUS,,,,,,,,,,,,,,,,,,,,
162,Rwanda,26.7824,5.095223585323292,71.44822033157216,31.105,42.4,13.5,44.0,6.76069372,48.07821533,130.38062899,5.966,2.2906235,33.88148606,8.88277189,16.28961382,44.17489463,15.523519,7.46343089,20.23966171,3.885,720.0,98.0,98.0,98.0,99.0,95.0,61.0,51.681322974994494,5837873.0,69.248,64.96600000000001,67.12899999999999,18.2,17.0,19.6,30.1,16.9,39.8,11082.0,6281.0,14632.0,6.37545625,3.06520559,8.31235997,36.2,22.1,24.4,22.3,25.1,33.5,15.6,1.022,72.74968,65.05325,9.0,2.9,16.0,80.0,5.1,86.0,1.08700001239777,0.981000006198883,1.0349999666214,RWA,,,No autochthonous cases reported,RWA,,,355,0,28.0,Thought not requiring PC,RWA,No PC required,,,AFR,1286034,0.9855,3165621,0.9895,AFR,2392405,964673,SAC,0.4032
163,Samoa,24.759,9.470166213626843,63.905351811416594,24.689,12.0,7.0,81.0,5.53209386,227.14850878,352.79972298,4.973,4.22545012,76.38067551,12.47600575,173.49754338,269.47077737,12.78883064,29.04963439,45.11895333,3.976,4130.0,80.0,73.0,73.0,77.0,68.0,7.7,36.53742110009017,38815.0,78.27,72.029,75.013,20.6,14.7,26.1,14.5,8.8,16.9,70.0,42.0,82.0,11.88112415,26.98779633,41.91657308,43.0,30.5,42.5,31.3,77.6,82.0,73.6,1.08,85.63355,75.9203,2.5,0.6,4.3,87.0,0.63,85.0,10.331000328063999,7.61299991607666,8.60599994659424,WSM,,,No autochthonous cases reported,WSM,,,,,,,,,,,WPR,No data available,-,No data available,-,,,,,
164,San Marino,,,,7.9,,,,6.39562063,3012.79423602,3831.9980604,7.6,5.14144272,80.39005144,12.24128259,2421.9868361,3080.5452119,19.60994856,590.80739992,751.45284849,,,86.0,86.0,85.0,88.0,82.0,0.0,,,,,,,,,2.1,1.1,2.3,1.0,0.0,1.0,18.79042832,566.11694142,720.04884885,,,,,,,,,,,,,,,0.0,,,,,SMR,,,No autochthonous cases reported,SMR,,,,,,,,,,,,,,,,,,,,
165,Sao Tome and Principe,96.2552,5.451091770851408,80.14173386544415,33.834,33.9,11.4,54.7,5.99199802,105.13438534,196.89687921,6.694,2.39053134,39.89539604,7.44721581,41.94377941,78.55278976,15.50262158,16.2985859,30.52417808,4.456,1700.0,96.0,96.0,96.0,96.0,93.0,165.0,36.5744170843321,68835.0,68.749,64.458,66.624,18.5,18.6,18.7,26.1,14.9,33.7,175.0,101.0,225.0,14.40314743,15.14266052,28.3593478,65.3,45.3,54.8,46.1,35.4,41.6,28.2,1.03,72.85246,65.02356999999999,6.8,2.0,11.8,57.0,27.0,78.0,21.4270000457764,9.038999557495119,13.5699996948242,STP,,,No autochthonous cases reported,STP,,,,,,,,,,,AFR,23141,-,49291,-,AFR,36445,-,-,-
166,Saudi Arabia,8.294,4.436106802512878,35.813404265252856,19.562,10.6,16.3,73.2,5.74181331,1147.3329702,3117.23352667,3.557,3.89302768,67.80136295,10.06429693,777.90739143,2113.52681757,32.19863705,369.42557877,1003.7067091,2.532,21610.0,98.0,98.0,98.0,97.0,98.0,10.0,16.92673938738261,13487766.0,76.3,73.271,74.561,16.4,14.2,17.8,6.7,4.1,7.9,4218.0,2609.0,4920.0,14.3444269,164.57833921,447.14928454,37.8,42.8,45.5,42.9,69.7,71.8,68.3,1.03,85.15552,80.86283,0.2,0.1,0.3,87.0,3.3,75.0,21.0750007629395,2.50699996948242,5.650000095367429,SAU,2016,4,Endemic,SAU,,,,,,,,,,,,,,,,EMR,No PC required,-,-,-
167,Senegal,74.8674,5.552718562844672,79.61234398512606,35.59900000000001,45.7,12.2,42.1,5.51241197,52.60971245,141.69486147,5.899,1.90543308,34.56623139,6.14668495,18.18519494,48.97857369,59.25066201,31.17160291,83.95514346,4.769,1270.0,93.0,93.0,93.0,92.0,93.0,122.0,39.25735876514482,3958035.0,69.059,65.078,67.146,18.1,17.2,19.2,33.8,21.1,47.5,18312.0,11574.0,25495.0,51.7679385,27.23496359,73.35250874,67.9,49.1,58.1,49.9,28.4,35.9,19.5,1.036,74.52933,65.19734,0.7,0.2,1.3,68.0,18.0,86.0,7.17600011825562,6.249000072479251,6.61299991607666,SEN,2016,No data,Endemic,SEN,,SEN,,,29.0,Endemic,SEN,915362,1531.0,1096783.0,AFR,2222856,0.0007,4398411,0.9348,AFR,3420946,1539270,SAC and Adults,0.4953
168,Serbia,19.3052,25.259323610169247,24.883367127015177,9.2,2.4,3.0,94.6,9.13502874,494.42058398,1322.56354805,14.3,5.298753700000002,58.00478415,12.34130723,286.78759255,767.15013135,41.85008088,206.91541426,553.49391448,1.46,5690.0,92.0,91.0,92.0,93.0,82.0,19.0,44.19545360549159,3172272.0,78.3,73.2,75.68780487804878,19.1,13.7,24.6,5.2,3.8,6.0,490.0,359.0,561.0,40.50330103,200.25665749,535.68189518,26.4,27.2,28.4,27.2,57.1,50.5,63.8,1.052,87.14591,75.9456,11.1,4.1,18.5,87.0,0.92,83.0,16.0990009307861,14.5909996032715,15.2569999694824,SRB,2016,0,No autochthonous cases reported,SRB,,,,,,,,,,,,,,,,,,,,
169,Seychelles,57.7994,12.04462659380692,31.666666666666664,17.4,11.9,7.3,80.8,3.93610353,596.92307058,1122.56375395,7.9,3.77759365,95.97322222,10.03334357,572.88452521,1077.35725908,2.15800877,12.8816122,24.22494902,2.78,13830.0,96.0,97.0,96.0,96.0,97.0,15.0,,,80.2,68.7,74.30975609756099,21.2,13.2,28.7,12.4,8.7,14.4,19.0,13.0,22.0,2.08418592,12.44098659,23.39631571,35.0,22.1,27.2,22.3,36.8,45.1,28.5,1.06,86.19804,65.96813,12.0,4.1,19.7,87.0,0.41,60.0,,,,SYC,,,No autochthonous cases reported,SYC,,,,,,,,,,,,,,,,,,,,
170,Sierra Leone,115.5808,4.5865730248672,77.03452215298489,35.006,57.9,8.9,33.2,16.53171514,86.30818595,244.04345109,12.751,1.84703334,11.17266614,7.91080875,9.64292547,27.26616002,47.83357213,41.28428838,116.73470019,4.457,490.0,84.0,84.0,84.0,84.0,85.0,304.0,50.34315464662478,2457784.0,52.417,51.258,51.835,30.5,32.6,28.2,84.7,34.4,115.9,21597.0,8927.0,29528.0,41.55205435,35.86282433,101.40506744,77.3,47.3,55.9,48.0,27.7,36.0,19.1,1.018,43.70601,42.04672,5.7,1.6,9.8,63.0,47.0,89.0,3.91799998283386,5.51399993896484,4.71000003814697,SLE,,,No autochthonous cases reported,SLE,,SLE,,,30.0,Endemic,SLE,5333157,,,AFR,1348838,0.9012,1983586,0.7798,AFR,2211647,609565,SAC and Adults,0.9979
171,Singapore,3.7242,16.95956425992327,21.02486719638005,9.4,22.7,3.7,73.6,4.46958366,2462.3936773,4083.75168085,4.8,2.43704803,54.52516857,13.56240031,1342.62430431,2226.67248947,45.47483143,1119.7693747,1857.07919422,1.2,52520.0,97.0,96.0,96.0,96.0,95.0,50.0,45.07369609295677,3260010.0,85.1,80.7,82.84634146341466,9.3,6.9,11.8,2.2,1.0,2.8,110.0,52.0,138.0,31.17329814,767.60932234,1273.04008666,16.9,22.0,31.8,22.2,31.8,27.4,36.3,1.073,93.62374,89.61091,2.0,0.8,3.3,87.0,1.0,79.0,4.46299982070923,3.7660000324249294,4.07999992370605,SGP,,,No autochthonous cases reported,SGP,,,,,,,,,,,,,,,,,,,,
172,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,SXM,,,,,,,,,,,,,,,,,,,,,,,,
173,Slovakia,22.1502,20.73550162417085,21.807223413257518,10.6,4.8,6.0,89.2,7.12513052,1178.73823051,2172.16038986,9.6,5.68866186,79.83940762,13.70529771,941.09759751,1734.23994521,20.16059238,237.64060406,437.92039131,1.48,16950.0,96.0,96.0,96.0,96.0,95.0,5.9,45.46589917286022,2762411.0,80.7,73.8,77.16585365853659,17.2,11.2,23.6,4.8,2.9,5.8,273.0,162.0,330.0,17.82929568,210.16072447,387.28089866,26.1,26.6,27.3,26.6,56.2,48.8,63.6,1.05,89.36304,75.86209000000002,11.5,4.6,18.9,87.0,0.64,86.0,10.751999855041499,8.76799964904785,9.670000076293947,SVK,,,No autochthonous cases reported,SVK,,,,,,,,,,,,,,,,,,,,
174,Slovenia,4.3078,27.76711229266769,22.230672288745307,9.9,5.0,6.6,88.4,8.46829514,1834.16071169,2772.22977561,9.5,6.12153961,72.28774508,13.52071653,1325.87341967,2003.9823933,27.71225492,508.28729202,768.24738231,1.58,21720.0,94.0,,94.0,94.0,92.0,6.5,46.55656999103258,996942.0,84.3,78.2,81.17560975609757,12.7,8.9,16.4,1.8,1.2,2.3,39.0,26.0,48.0,12.00222396,220.1400764,332.72922634,26.9,24.4,25.6,24.4,56.1,49.9,62.1,1.054,92.64629,84.64282,12.6,5.1,20.4,87.0,0.61,71.0,8.58699989318848,7.4889998435974094,8.0,SVN,2016,0,Endemic,SVN,,,,,,,,,,,,,,,,,,,,
175,Solomon Islands,47.8252,6.067399275652112,68.38356642765815,28.713,22.2,8.8,68.9,5.17074913,106.33939442,117.75787475,4.771,3.57971014,69.23001007,8.03896402,73.61877346,81.52378854,4.60296469,4.89476477,5.42035339,3.85,1820.0,94.0,99.0,99.0,89.0,82.0,84.0,43.40512614810936,269247.0,72.322,69.289,70.726,23.8,21.4,26.1,18.1,8.7,21.2,311.0,150.0,364.0,4.60296469,4.89476477,5.42035339,42.9,38.2,48.6,38.9,55.0,60.5,49.6,1.0659999999999998,78.81609,72.43608,1.4,0.3,2.5,80.0,9.2,94.0,1.7039999961853,2.10599994659424,1.9309999942779497,SLB,,,No autochthonous cases reported,SLB,,,,,,,,,,542215.0,WPR,91626,0.0155,159937,0.0897,,,,,
176,Somalia,102.189,5.3435891751362234,91.70566156305463,43.362,64.2,11.9,23.9,,,,11.367,,,,,,,,,6.267,,42.0,42.0,42.0,47.0,46.0,270.0,20.69496675437481,3506326.0,57.99100000000001,54.669,56.293,21.8,22.0,21.7,82.1,39.1,131.5,49887.0,24352.0,78469.0,,,,55.8,44.1,46.8,44.4,28.4,35.9,20.3,1.03,55.81911,49.30514,0.0,0.0,0.0,37.0,75.0,88.0,15.7410001754761,13.873000144958501,14.2589998245239,SOM,2016,911,No autochthonous cases reported,SOM,,,15619,548,,,,,,,EMR,521035,-,929946,0.4892,EMR,2011376,705143,SAC and Adults,0.3565
177,South Africa,44.424,7.939471803561259,44.46910784028249,20.981,39.6,9.1,51.3,8.1098146,428.17601764,1071.34710362,9.793,4.35733707,53.72918682,13.32198401,230.05547281,575.62603768,44.27103086,189.55792075,474.29636643,2.458,5470.0,66.0,66.0,66.0,66.0,75.0,618.0,44.94714437668959,21779991.0,66.376,59.231,62.774,26.2,21.2,32.3,30.0,11.0,38.5,35010.0,12887.0,45013.0,7.75091387,33.18755435,83.03919127,36.8,25.7,28.1,25.8,53.8,65.4,40.5,1.03,63.42878,47.35035,9.3,2.7,16.2,68.0,39.0,82.0,29.0,24.551000595092802,26.551000595092802,ZAF,,,No autochthonous cases reported,ZAF,,,,,,,,,,,AFR,5539848,0.3924,10870719,0.4476,AFR,5499182,-,-,-
178,South Sudan,65.2468,6.333878696337522,76.62218470494071,35.936,63.4,9.3,27.3,,,,10.982,,,,,,,,,4.855,460.0,26.0,26.0,26.0,31.0,20.0,146.0,49.27429510367073,4595463.0,57.839,55.79600000000001,56.81100000000001,19.8,19.5,20.0,62.5,39.6,96.4,26928.0,17400.0,40945.0,,,,58.0,33.5,38.9,34.0,,,,1.04,54.19289000000001,50.37162,,,,60.0,24.0,82.0,13.9040002822876,11.2849998474121,12.576000213622999,SSD,2016,4285,No autochthonous cases reported,SSD,,SSD,4295,82,31.0,Endemic,SSD,7532425,530.0,2281053.0,AFR,1537857,-,3269665,-,AFR,2724817,-,-,-
179,Spain,8.677999999999999,29.016719973796906,22.372020141624237,8.8,5.1,3.5,91.4,8.97038932,2389.88740785,3259.8027752,8.8,6.39032348,71.23797256,15.14241038,1702.50733583,2322.21740652,28.76202744,687.38007202,937.58536868,1.34,27620.0,97.0,97.0,97.0,97.0,97.0,12.0,46.25219083866652,23016300.0,86.3,80.5,83.32926829268294,9.9,6.4,13.6,2.6,1.8,3.1,1071.0,739.0,1306.0,23.82637129,569.42344714,776.69271244,13.1,16.4,24.5,16.6,61.6,54.1,68.9,1.064,94.2147,87.82106999999998,10.0,4.0,16.4,87.0,0.54,69.0,21.3880004882813,18.1259994506836,19.6350002288818,ESP,2016,No data,Endemic,ESP,,,,,,,,,,,,,,,,,,,,
180,Sri Lanka,14.8258,14.687407484880385,36.78734067396157,15.292,7.5,9.7,82.8,3.89324108,153.09678414,491.49336482,6.899,1.67771562,43.09303192,8.5591882,65.97404606,211.7993926,55.81262593,85.44733544,274.31535316,2.046,3810.0,99.0,99.0,99.0,99.0,99.0,65.0,34.4846760435904,8520776.0,78.61399999999998,71.906,75.28399999999998,17.4,13.2,22.1,7.8,6.1,9.1,2508.0,1928.0,2946.0,50.12159989,76.73455759,246.34433781,25.6,32.5,35.4,32.6,23.3,27.4,18.7,1.042,87.84531,73.10079,4.3,1.2,7.7,64.0,3.8,85.0,7.07299995422363,2.9470000267028795,4.36999988555908,LKA,2016,No data,Endemic,LKA,,LKA,,,,,,,,,,,,,,,,,,
181,Saint Kitts and Nevis,,,,,,,,5.67183165,930.76518312,1479.57085378,,2.44853752,43.17013742,8.14725703,401.81260858,638.73277075,56.82986258,528.95257454,840.83808303,,17090.0,97.0,98.0,98.0,99.0,98.0,0.0,,,,,,,,,11.7,8.9,13.8,10.0,8.0,12.0,51.50755535,479.41439189,762.09077648,,,,,52.3,59.3,45.0,,,,9.4,3.4,15.5,,0.21,,,,,KNA,,,No autochthonous cases reported,KNA,,,,,,,,,,,,,,,,,,,,
182,Saint Lucia,41.2616,13.42912924638813,27.15970324092152,12.108,9.7,8.3,82.0,5.30656361,489.76139493,677.40156252,7.506,2.22877688,42.00038005,8.46477248,205.7016472,284.51123071,54.25745345,265.73206086,367.54083744,1.459,8450.0,95.0,95.0,95.0,95.0,99.0,1.9,45.595128441305896,97710.0,78.23899999999998,72.84,75.49600000000002,18.8,16.9,20.7,15.3,12.7,17.0,33.0,27.0,37.0,48.70086849,238.51805285,329.90044409,35.3,21.8,26.5,21.9,48.1,56.3,39.3,1.03,83.49374,74.78275,9.9,3.4,16.7,87.0,1.9,67.0,23.486999511718803,19.399000167846697,21.2630004882813,LCA,,,No autochthonous cases reported,LCA,,,,,,,,,,,AMR,7291,-,16174,-,,,,,
183,Saint Martin (French Part),,,,15.2,,,,,,,4.2,,,,,,,,,1.81,,,,,,,,,,82.9,76.5,79.62195121951221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAF,,,,,,,,,,,,,,,,,,,,,,,,
184,Saint Vincent and the Grenadines,50.1176,11.00360817853802,35.27328611519444,15.507,13.4,5.6,81.0,3.56292208,250.2166125,409.14005816,7.18,2.73485367,76.75872790000003,9.55590046,192.06308876,314.05070399,22.63029249,56.62475127,92.58959186,1.931,7290.0,99.0,99.0,99.0,99.0,99.0,6.3,41.45775056737215,56841.0,75.414,71.061,73.179,23.2,19.1,27.1,15.4,9.9,16.8,26.0,17.0,29.0,20.50078196,51.29636217,83.87691125,32.9,24.4,28.1,24.5,55.0,61.1,48.9,1.03,80.55441,73.92567,8.2,2.7,13.7,87.0,2.0,67.0,17.7350006103516,21.7140007019043,20.0650005340576,VCT,,,No autochthonous cases reported,VCT,,,,,,,,,,,,,,,,,,,,
185,Sudan,67.196,6.328599139845827,74.39112701204206,32.926,35.2,12.6,52.2,5.6648529000000005,152.02214088,297.85590815,7.435,1.10382627,19.48552402,10.72580539,29.62231078,58.03878453,78.29909198,119.03195591,233.21847148,4.532,2130.0,93.0,93.0,93.0,93.0,86.0,82.0,26.087951618242982,11067312.0,66.079,62.912,64.486,26.0,24.3,27.8,44.8,30.1,65.2,57730.0,39249.0,83382.0,73.8938757,112.33505182,220.09727453,57.2,30.4,34.1,30.7,,,,1.04,68.39375,61.5323,0.5,0.1,0.9,63.0,14.0,78.0,23.747999191284197,9.2189998626709,13.0089998245239,SDN,2016,3810,Endemic,SDN,,,,,32.0,Endemic,SDN,501181,1632.0,4150403.0,EMR,379635,-,759271,0,EMR,7959348,1349802,SAC and Adults,0.3235
186,Suriname,46.6832,10.229901273147838,40.1330376940133,18.216,13.3,10.7,75.9,6.06415279,356.05148319,907.60439067,7.313,4.20666014,69.36929662,16.57981085,246.99040948,629.59878187,29.24977792,104.14426812,265.47226868,2.372,6610.0,91.0,91.0,91.0,91.0,97.0,26.0,38.15087405085725,214404.0,74.718,68.26100000000001,71.405,21.7,17.2,26.4,18.1,10.6,20.2,183.0,107.0,206.0,21.82023742,77.69127898,198.0414329,34.3,23.8,30.3,24.1,58.9,64.2,53.4,1.071,80.4774,67.37764,5.1,1.6,8.7,80.0,2.7,68.0,11.645999908447301,4.602000236511231,7.28900003433228,SUR,,,Endemic,SUR,,SUR,,,,,,,,,AMR,16843,-,37624,-,AMR,No PC required,-,-,-
187,Sweden,5.2738,31.599356493983983,27.72112491530704,11.8,5.2,4.9,89.9,10.93479344,5710.59141927,5386.73402342,9.2,9.13114823,83.50544787,18.470475,4768.65494077,4498.2163719,16.49455213,941.9364785,888.51765152,1.85,54030.0,97.0,76.0,97.0,97.0,97.0,8.2,47.64964161769531,5248306.0,84.1,80.6,82.30731707317074,9.1,7.6,10.7,2.4,1.7,2.9,286.0,200.0,341.0,15.24386699,870.51496042,821.14656975,12.3,15.2,21.8,15.4,56.4,48.5,64.2,1.06,93.37015,89.57741999999998,9.2,3.8,14.6,87.0,0.26,91.0,6.58599996566772,7.3579998016357395,6.9899997711181605,SWE,,,No autochthonous cases reported,SWE,,,,,,,,,,,,,,,,,,,,
188,Switzerland,3.0918,27.23392480778061,22.148215068772238,10.5,4.3,6.1,89.6,12.24760438,9835.96368572,7867.39450543,7.8,7.68887756,62.77862444,22.3993146,6174.882702399998,4939.04204985,37.22013654,3660.95911384,2928.25497706,1.54,82130.0,96.0,,95.0,96.0,94.0,7.8,46.58794913340569,4889889.0,85.6,81.7,83.60243902439025,8.6,6.6,10.6,3.8,3.0,4.3,327.0,263.0,369.0,29.56175891,2907.68387141,2325.74019632,12.9,18.1,25.1,18.3,54.3,45.9,62.6,1.052,93.84617,89.98592,11.5,5.1,18.1,87.0,0.2,68.0,5.00600004196167,4.84100008010864,4.9180002212524405,CHE,,,No autochthonous cases reported,CHE,,,,,,,,,,,,,,,,,,,,
189,Syrian Arab Republic,39.5312,7.1486201198464,63.91705037508355,21.472,5.1,49.8,45.1,,,,5.522,,,,,,,,,2.9160000000000004,,42.0,50.0,42.0,48.0,62.0,21.0,14.51603631525404,4540351.0,77.084,64.512,70.31,21.8,18.7,24.9,14.1,8.8,17.5,5865.0,3592.0,7474.0,,,,34.9,33.5,36.1,33.6,61.4,65.4,57.3,1.05,86.40550999999998,64.87108,0.3,0.1,0.6,80.0,0.26,90.0,21.121000289917,6.06699991226196,8.25300025939941,SYR,2016,25,Endemic,SYR,,,,,,,,,,,EMR,No PC required,-,1925000,0.7018,,,,,
190,Tajikistan,36.9168,5.506571560973255,57.23189160159974,28.842,23.2,7.6,69.2,6.99849461,55.69698772,208.5064842,5.158,2.00150539,28.59908451,5.04413806,15.92882858,59.63094562,66.28910195,36.92103297,138.21707589,3.36,1110.0,96.0,97.0,97.0,97.0,97.0,85.0,32.46354795415997,2446159.0,74.187,68.296,71.051,25.3,22.0,28.6,30.3,15.0,34.6,7575.0,3786.0,8631.0,66.05616253,36.79129273,137.7313821,31.3,30.3,33.5,30.5,45.3,46.3,44.2,1.065,79.70691,70.34433,3.3,0.8,5.7,80.0,5.3,89.0,9.8730001449585,11.5249996185303,10.989000320434599,TJK,2016,25,Endemic,TJK,,,,,,,,,,,EUR,1006622,-,1838296,0.9988,,,,,
191,United Republic of Tanzania,116.5946,6.0047329234716695,87.01904412264996,38.186,55.8,11.2,32.9,4.13992059,35.49967383,111.97884273,6.737,1.68180514,40.62409187,9.52143349,14.42142011,45.49038794,22.96104053,8.151094500000001,25.71150746,5.016,970.0,97.0,97.0,97.0,93.0,90.0,287.0,48.91631638721572,24289654.0,67.483,63.856,65.675,17.9,17.4,18.5,39.7,21.6,56.1,83184.0,45809.0,116016.0,21.89363217,7.77216801,24.51623594,55.2,35.9,48.0,37.2,27.7,35.5,19.6,1.03,69.64844000000001,62.96331,9.4,2.9,16.0,40.0,51.0,90.0,2.63000011444092,1.5820000171661397,2.09500002861023,TZA,,,No autochthonous cases reported,TZA,,,11360,172,35.0,Endemic,TZA,6015438,3585.0,3649044.0,AFR,6519155,1,11117842,0.8996,AFR,15989708,6917302,SAC,0.4326
192,Thailand,51.7934,15.342493700520535,24.724232580849506,10.333,15.8,10.2,74.0,3.71143463,221.91767602,635.02179596,7.872000000000001,2.89993864,78.13524762,15.25955934,173.39592568,496.17585273,21.63226367,48.0058168,137.36958923,1.482,5690.0,99.0,99.0,,99.0,99.0,160.0,45.65031227593835,38677972.0,79.133,71.581,75.303,14.5,11.0,18.3,8.5,5.5,10.0,6126.0,3935.0,7197.0,12.11388242,26.88284634,76.9257937,28.3,31.6,40.2,31.8,32.6,35.6,29.2,1.062,85.75527,72.61655999999998,8.3,2.5,14.3,64.0,14.0,83.0,0.71399998664856,0.666000008583069,0.6880000233650211,THA,2016,1,Endemic,THA,,,52,1,,,,,,,,,,,,,,,,
193,Timor-Leste,45.6234,6.661690381774357,82.94844879869373,35.048,45.6,9.0,45.4,4.02059179,79.89393546,121.67577263,5.53,2.24196747,55.76212635,3.2168469,44.55055724,67.84899807,12.58890184,10.05776911,15.31764358,5.502999999999999,2370.0,76.0,76.0,76.0,75.0,70.0,498.0,31.773188727290353,268223.0,70.763,67.113,68.881,19.9,18.0,21.7,42.2,21.1,49.4,1853.0,938.0,2166.0,8.87931948,7.09403778,10.80398058,61.4,41.2,42.6,41.3,21.6,24.3,18.7,1.05,77.10054000000002,69.82032,2.1,0.5,3.5,57.0,100.0,89.0,3.93300008773804,2.53500008583069,2.9790000915527304,TLS,,,No autochthonous cases reported,TLS,,,,,,,,,,,SEAR,181002,0.7763,323221,0.7957,,,,,
194,Togo,89.6202,5.086698167032759,75.55337310807779,34.028,51.7,10.7,37.6,6.61568574,38.77137729,99.90314053,8.686,1.32633834,20.04838789,4.25499634,7.77303611,20.02896912,59.22740578,22.96328095,59.17003843,4.45,610.0,89.0,89.0,89.0,89.0,87.0,46.0,49.317178629643784,3403013.0,61.042,59.41,60.232,23.6,23.1,24.1,50.5,25.9,75.3,12905.0,6698.0,19086.0,50.41664978,19.5472295,50.36781649,71.0,47.7,61.4,48.9,28.1,35.8,19.6,1.018,60.35129000000001,55.77894000000001,3.1,0.9,5.4,79.0,4.1,85.0,1.3860000371933,1.91499996185303,1.65400004386902,TGO,,,No autochthonous cases reported,TGO,83,TGO,,,33.0,Endemic,TGO,5402535,5.0,0.0,AFR,149456,1,280229,0.9996,AFR,2843251,1711982,SAC,0.6021
195,Tonga,15.05,10.106791969243913,62.69628363947031,23.982,11.7,5.6,82.7,5.26385403,203.15022392,311.42813564,5.989,3.4687143,65.89685593,8.04390456,133.86961034,205.22134981,14.72519876,29.91427424,45.85841194,3.636,4300.0,78.0,78.0,78.0,80.0,84.0,8.6,38.52204943867053,38391.0,76.08800000000002,70.021,73.029,23.3,17.5,29.7,14.1,6.9,16.4,36.0,18.0,43.0,10.97578726,22.29733639,34.18168962,37.9,20.8,28.8,21.3,78.5,82.2,74.8,1.05,82.60161,71.80785,1.5,0.4,2.7,87.0,0.71,100.0,2.02999997138977,0.4440000057220461,1.0549999475479102,TON,,,No autochthonous cases reported,TON,,,,,,,,,,,WPR,10727,-,26404,-,,,,,
